CycPeptMPDB_ID,Original_Name_in_Source_Literature,Source,Structurally_Unique_ID,SMILES,PAMPA,Normalized_Name,log_path,avgRMSD_all,avgRMSD_bb
6841,L2_3.4.4.4.1,2021_Kelly,6841,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.32,L2_3.4.4.4.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6841.log,0.152702,0.0892263
4460,hepta_883,2020_Townsend,4460,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-6.69,hepta_883,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_883.log,0.152703,0.0499308
5333,hepta_1756,2020_Townsend,5333,CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.71,hepta_1756,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1756.log,0.152716,0.0573561
6784,L2_2.1.1.1.1,2021_Kelly,6784,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6.57,L2_2.1.1.1.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6784.log,0.152726,0.0930199
6993,L4_1.2.1.4.1,2021_Kelly,6993,CC(=O)N[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6.75,L4_1.2.1.4.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6993.log,0.152748,0.108444
5360,hepta_1783,2020_Townsend,5360,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-5.57,hepta_1783,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1783.log,0.152807,0.0582555
4901,hepta_1324,2020_Townsend,4901,CC(C)C[C@@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,-5.77,hepta_1324,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1324.log,0.15281,0.0460405
5391,hepta_1814,2020_Townsend,5391,CC(C)C[C@H]1NC(=O)CN(Cc2ccccc2)C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C1=O,-5.45,hepta_1814,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1814.log,0.152828,0.0526148
4733,hepta_1156,2020_Townsend,4733,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.86,hepta_1156,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1156.log,0.152847,0.064754
3880,hepta_303,2020_Townsend,3880,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,-6.22,hepta_303,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_303.log,0.152902,0.0683256
6388,L1_3.4.4.3.3.1,2021_Kelly,6388,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.27,L1_3.4.4.3.3.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6388.log,0.152951,0.087621
6794,L2_2.1.4.4.1,2021_Kelly,6794,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.87,L2_2.1.4.4.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6794.log,0.15297,0.0970322
2673,hexa_159,2020_Townsend,2673,CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,-6.02,hexa_159,/media/liuwei/1T/water/pdb_log/2020_Townsend/hexa_159.log,0.153001,0.0418616
5773,L1_10.1.3.1.4.2,2021_Kelly,5773,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.49,L1_10.1.3.1.4.2,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_5773.log,0.153037,0.086837
6816,L2_2.4.3.2.1,2021_Kelly,6816,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.19,L2_2.4.3.2.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6816.log,0.153068,0.0898524
2363,1NMe3-5Ala6F(70),2018_Naylor,2363,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2ccccc2)N(C)C(=O)[C@@H](C)N(C)C1=O,-6.34,1NMe3-5Ala6F(70),/media/liuwei/1T/water/pdb_log/2018_Naylor/Naylor_2363.log,0.153085,0.0537203
3000,hexa_486,2020_Townsend,3000,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC1=O,-5.87,hexa_486,/media/liuwei/1T/water/pdb_log/2020_Townsend/hexa_486.log,0.153085,0.0375583
3811,hepta_234,2020_Townsend,3811,CC(C)C[C@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N1C,-10,hepta_234,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_234.log,0.153087,0.0508233
6352,L1_3.3.1.1.3.1,2021_Kelly,6352,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-6.74,L1_3.3.1.1.3.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6352.log,0.153088,0.0885562
1388,1.7-15,2016_Furukawa,1388,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](CC(C)C)NC(=O)CN(CCCCc2ccccc2)C(=O)[C@H]2CCCN2C1=O,-8.15,1.7-15,/media/liuwei/1T/water/pdb_log/2016_Furukawa/1.7-15.log,0.153089,0.037794
3708,hepta_131,2020_Townsend,3708,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.34,hepta_131,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_131.log,0.153119,0.0690195
6692,L1_9.1.1.1.1.2,2021_Kelly,6692,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-6.59,L1_9.1.1.1.1.2,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6692.log,0.153126,0.0761208
5226,hepta_1649,2020_Townsend,5226,CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,-6.05,hepta_1649,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1649.log,0.153158,0.0522335
6616,L1_7.2.1.4.3.1,2021_Kelly,6616,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.54,L1_7.2.1.4.3.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6616.log,0.153194,0.0814759
4549,hepta_972,2020_Townsend,4549,CC(C)C[C@@H]1NC(=O)CN(Cc2ccccc2)C(=O)[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,-5.99,hepta_972,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_972.log,0.153214,0.0382191
4278,hepta_701,2020_Townsend,4278,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-6.24,hepta_701,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_701.log,0.153277,0.0615361
3714,hepta_137,2020_Townsend,3714,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N1C,-5.81,hepta_137,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_137.log,0.153357,0.0668426
5489,hepta_1912,2020_Townsend,5489,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,-5.95,hepta_1912,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1912.log,0.153367,0.0581866
4915,hepta_1338,2020_Townsend,4915,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-5.71,hepta_1338,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1338.log,0.153371,0.0508527
1248,1.3-35,2016_Furukawa,1248,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(CC(C)C)C(=O)[C@H]2CCCN2C1=O,-5.53,1.3-35,/media/liuwei/1T/water/pdb_log/2016_Furukawa/1.3-35.log,0.153414,0.0399786
1720,2.6-07Me,2016_Furukawa,1720,CCCC[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)CN(CC2CCOCC2)C(=O)[C@H](C)NC(=O)CN(CCCOC(C)C)C(=O)[C@H]2CCCN2C1=O,-5.95,2.6-07Me,/media/liuwei/1T/water/pdb_log/2016_Furukawa/2.6-07Me.log,0.15349,0.0585508
4779,hepta_1202,2020_Townsend,4779,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,-5.8,hepta_1202,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1202.log,0.153515,0.0440662
4246,hepta_669,2020_Townsend,4246,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,-5.74,hepta_669,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_669.log,0.153535,0.0668413
6351,L1_3.2.4.4.4.1,2021_Kelly,6351,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.5,L1_3.2.4.4.4.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6351.log,0.153544,0.0851206
5085,hepta_1508,2020_Townsend,5085,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,-5.83,hepta_1508,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1508.log,0.153604,0.0823018
5741,L1_1.3.4.2.3.1,2021_Kelly,5741,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-6.02,L1_1.3.4.2.3.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_5741.log,0.153609,0.083322
2594,hexa_80,2020_Townsend,2594,CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,-5.81,hexa_80,/media/liuwei/1T/water/pdb_log/2020_Townsend/hexa_80.log,0.153613,0.0416512
4463,hepta_886,2020_Townsend,4463,CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,-5.74,hepta_886,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_886.log,0.153621,0.0677055
4944,hepta_1367,2020_Townsend,4944,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,-5.67,hepta_1367,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1367.log,0.153626,0.0562303
6299,L1_2.3.4.4.2.1,2021_Kelly,6299,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-5.11,L1_2.3.4.4.2.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6299.log,0.153626,0.0839234
6854,L3_1.1.1.1.1,2021_Kelly,6854,CC(=O)N1CCC[C@H]1C(=O)N[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)O[C@@H]1C,-6.33,L3_1.1.1.1.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6854.log,0.153647,0.0902065
4026,hepta_449,2020_Townsend,4026,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,-5.5,hepta_449,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_449.log,0.153661,0.0857607
2530,hexa_16,2020_Townsend,2530,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C1=O,-5.17,hexa_16,/media/liuwei/1T/water/pdb_log/2020_Townsend/hexa_16.log,0.153733,0.0390795
4936,hepta_1359,2020_Townsend,4936,CC(C)C[C@@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,-5.42,hepta_1359,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1359.log,0.153745,0.0519073
1808,2.8-05H,2016_Furukawa,1808,CCCCCN1CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CC)CC(=O)N[C@H](Cc2ccccc2)C1=O,-5.22,2.8-05H,/media/liuwei/1T/water/pdb_log/2016_Furukawa/2.8-05H.log,0.153771,0.0544662
1664,2.4-05H,2016_Furukawa,1664,CCCCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC)C(=O)N2CCC[C@@H]2C(=O)N(CC)CC(=O)N[C@H](Cc2ccccc2)C1=O,-5.41,2.4-05H,/media/liuwei/1T/water/pdb_log/2016_Furukawa/2.4-05H.log,0.153847,0.0569318
4084,hepta_507,2020_Townsend,4084,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,-5.12,hepta_507,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_507.log,0.153847,0.0587067
2554,hexa_40,2020_Townsend,2554,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C1=O,-5.74,hexa_40,/media/liuwei/1T/water/pdb_log/2020_Townsend/hexa_40.log,0.153857,0.0434784
6105,L1_15.1.1.4.3.2,2021_Kelly,6105,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-6.1,L1_15.1.1.4.3.2,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6105.log,0.15386,0.0859757
4341,hepta_764,2020_Townsend,4341,CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N1C,-6.03,hepta_764,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_764.log,0.153864,0.0579923
1740,2.6-09H,2016_Furukawa,1740,CCCC[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)CN(CC2CCOCC2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(CC)C(=O)[C@H]2CCCN2C1=O,-5.89,2.6-09H,/media/liuwei/1T/water/pdb_log/2016_Furukawa/2.6-09H.log,0.153885,0.0559213
5565,hepta_1988,2020_Townsend,5565,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,-5.21,hepta_1988,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1988.log,0.153901,0.0929399
1306,1.5-13,2016_Furukawa,1306,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)NC(=O)CN(CCN2CCOCC2)C(=O)[C@H]2CCCN2C1=O,-5.4,1.5-13,/media/liuwei/1T/water/pdb_log/2016_Furukawa/1.5-13.log,0.153914,0.0520931
5731,L1_1.3.1.4.4.1,2021_Kelly,5731,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.22,L1_1.3.1.4.4.1,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_5731.log,0.15392,0.0826552
6034,L1_13.4.4.3.3.2,2021_Kelly,6034,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.63,L1_13.4.4.3.3.2,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6034.log,0.153924,0.0810905
3808,hepta_231,2020_Townsend,3808,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,-5.04,hepta_231,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_231.log,0.15395,0.0518437
6173,L1_15.3.3.1.1.2,2021_Kelly,6173,CC(=O)N1CCC[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-7.1,L1_15.3.3.1.1.2,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6173.log,0.153967,0.0876352
5404,hepta_1827,2020_Townsend,5404,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N[C@H](CC(C)C)C(=O)N1C,-10,hepta_1827,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1827.log,0.153969,0.0439013
4925,hepta_1348,2020_Townsend,4925,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,-5.45,hepta_1348,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1348.log,0.15397,0.068057
6738,L1_9.3.2.3.3.2,2021_Kelly,6738,CC(=O)N1CCC[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)O[C@@H]1C,-5.69,L1_9.3.2.3.3.2,/media/liuwei/1T/water/pdb_log/2021_Kelly/Kelly_6738.log,0.15402,0.100503
5201,hepta_1624,2020_Townsend,5201,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O,-5.3,hepta_1624,/media/liuwei/1T/water/pdb_log/2020_Townsend/hepta_1624.log,0.154025,0.048638
