CycPeptMPDB_ID,Source,Original_Name_in_Source_Literature,Monomer_Length,Molecule_Shape,Water_avgRMSD_All,Water_avgRMSD_BackBone,Desolvation_Free_Energy,Water_3D_SASA,Water_3D_NPSA,Water_3D_PSA,Hexane_avgRMSD_All,Hexane_avgRMSD_BackBone,Hexane_3D_SASA,Hexane_3D_NPSA,Hexane_3D_PSA
3778,2020_Townsend,hepta_201,7,Circle,0.113547,0.0426036,-33.7951,9.247,8.144,1.103,0.156149,0.04491,9.225,8.052,1.173
3779,2020_Townsend,hepta_202,7,Circle,0.0961818,0.0401191,-33.4801,9.402,8.165,1.237,0.165214,0.056742,9.196,8.102,1.094
3780,2020_Townsend,hepta_203,7,Circle,0.225353,0.0655565,-23.8255,9.472,8.244,1.228,0.128934,0.0576797,9.244,8.04,1.204
3781,2020_Townsend,hepta_204,7,Circle,0.323382,0.143979,-26.8322,8.753,7.481,1.272,0.149818,0.0439317,8.932,7.785,1.147
3782,2020_Townsend,hepta_205,7,Circle,0.136636,0.0580185,-27.0206,8.884,7.74,1.144,0.110654,0.0457624,9.027,7.795,1.232
3783,2020_Townsend,hepta_206,7,Circle,0.124536,0.043609,-45.2961,9.093,7.852,1.241,0.129137,0.0404878,8.799,7.563,1.236
3784,2020_Townsend,hepta_207,7,Circle,0.118347,0.0441908,-29.0144,8.78,7.589,1.191,0.185386,0.0636373,8.734,7.584,1.15
3785,2020_Townsend,hepta_208,7,Circle,0.156903,0.0523809,-39.47,9.302,7.961,1.341,0.145888,0.045078,8.935,7.945,0.99
3786,2020_Townsend,hepta_209,7,Circle,0.178498,0.0679596,-29.6071,9.225,7.971,1.254,0.135809,0.0386152,9.387,8.075,1.312
3787,2020_Townsend,hepta_210,7,Circle,0.167184,0.0704507,-41.0716,9.241,7.835,1.406,0.144209,0.0632972,8.852,7.464,1.388
3788,2020_Townsend,hepta_211,7,Circle,0.205902,0.0745343,-35.3047,9.557,8.26,1.297,0.184825,0.0793223,9.22,7.851,1.369
3789,2020_Townsend,hepta_212,7,Circle,0.20165,0.0883477,-35.077,9.003,7.702,1.301,0.177224,0.0697558,8.949,7.66,1.289
3790,2020_Townsend,hepta_213,7,Circle,0.133874,0.0497183,-31.6664,9.025,7.732,1.293,0.148164,0.0700237,8.741,7.556,1.185
3791,2020_Townsend,hepta_214,7,Circle,0.175415,0.0750164,-29.8022,9.071,7.74,1.331,0.111832,0.036852,8.769,7.481,1.288
3792,2020_Townsend,hepta_215,7,Circle,0.138115,0.045938,-46.0557,9.698,8.379,1.319,0.128279,0.0462975,9.109,7.847,1.262
3793,2020_Townsend,hepta_216,7,Circle,0.152551,0.0450344,-25.3101,8.751,7.586,1.165,0.157382,0.0549398,9.166,7.749,1.417
3794,2020_Townsend,hepta_217,7,Circle,0.167407,0.0567242,-41.5985,9.654,8.332,1.322,0.165025,0.0531224,9.166,8.155,1.011
3795,2020_Townsend,hepta_218,7,Circle,0.157251,0.0465425,-31.0606,9.242,7.976,1.266,0.142608,0.0474279,9.101,7.73,1.371
3796,2020_Townsend,hepta_219,7,Circle,0.138689,0.0481029,-26.2017,8.81,7.682,1.128,0.102362,0.0366182,8.686,7.422,1.264
3797,2020_Townsend,hepta_220,7,Circle,0.172335,0.0416793,-31.2037,9.414,8.069,1.345,0.136247,0.0330956,9.385,8.162,1.223
3798,2020_Townsend,hepta_221,7,Circle,0.159208,0.0377676,-38.7102,9.599,8.428,1.171,0.142265,0.037405,8.95,7.774,1.176
3799,2020_Townsend,hepta_222,7,Circle,0.176214,0.0426901,-29.9512,8.841,7.475,1.366,0.085876,0.0352802,8.856,7.828,1.028
3800,2020_Townsend,hepta_223,7,Circle,0.215372,0.106909,-25.8384,8.97,7.943,1.027,0.148487,0.0466766,8.885,7.919,0.966
3801,2020_Townsend,hepta_224,7,Circle,0.19385,0.0817791,-40.7764,9.275,7.896,1.379,0.146704,0.0369268,9.277,7.892,1.385
3802,2020_Townsend,hepta_225,7,Circle,0.152688,0.0503067,-32.0052,9.02,7.729,1.291,0.121284,0.0389114,9.012,7.802,1.21
3803,2020_Townsend,hepta_226,7,Circle,0.175725,0.0805598,-38.7267,9.33,7.986,1.344,0.196386,0.0831261,8.99,7.74,1.25
3804,2020_Townsend,hepta_227,7,Circle,0.191593,0.0602851,-40.457,8.932,7.721,1.211,0.270452,0.121923,9.007,7.888,1.119
3805,2020_Townsend,hepta_228,7,Circle,0.208242,0.0941088,-45.1316,9.348,8.025,1.323,0.155798,0.0524572,8.892,7.857,1.035
3806,2020_Townsend,hepta_229,7,Circle,0.208775,0.0600778,-21.8043,9.325,8.136,1.189,0.14139,0.0422214,9.419,8.205,1.214
3807,2020_Townsend,hepta_230,7,Circle,0.159966,0.0598301,-23.0405,9.026,7.622,1.404,0.163903,0.0529946,9.211,7.833,1.378
3808,2020_Townsend,hepta_231,7,Circle,0.172118,0.0518437,-22.1594,9.52,8.31,1.21,0.146715,0.0533644,9.295,7.992,1.303
3810,2020_Townsend,hepta_233,7,Circle,0.172033,0.06564,-28.3266,9.414,8.271,1.143,0.182892,0.0680116,9.618,8.366,1.252
3811,2020_Townsend,hepta_234,7,Circle,0.182856,0.0508233,-33.1755,9.461,8.255,1.206,0.160882,0.03823,9.02,7.818,1.202
3812,2020_Townsend,hepta_235,7,Circle,0.202929,0.0560767,-25.9614,9.279,8.065,1.214,0.193415,0.0626221,9.203,8.147,1.056
3813,2020_Townsend,hepta_236,7,Circle,0.21947,0.0806184,-46.5426,9.5,8.154,1.346,0.206757,0.116869,8.819,7.476,1.343
3814,2020_Townsend,hepta_237,7,Circle,0.10858,0.041029,-46.7206,8.894,7.424,1.47,0.142326,0.0519019,8.485,7.228,1.257
3816,2020_Townsend,hepta_239,7,Circle,0.170168,0.0768255,-47.2128,9.33,7.69,1.64,0.1401,0.0354945,8.537,7.47,1.067
3817,2020_Townsend,hepta_240,7,Circle,0.173044,0.0697756,-29.323,8.863,7.546,1.317,0.156762,0.0472589,8.611,7.412,1.199
3818,2020_Townsend,hepta_241,7,Circle,0.128484,0.0447724,-33.9586,8.735,7.566,1.169,0.152215,0.0560869,8.879,7.711,1.168
3819,2020_Townsend,hepta_242,7,Circle,0.237051,0.111201,-29.7235,8.858,7.51,1.348,0.183977,0.0809149,8.752,7.519,1.233
3820,2020_Townsend,hepta_243,7,Circle,0.163963,0.0743765,-33.3971,8.933,7.589,1.344,0.141381,0.0586817,8.878,7.624,1.254
3822,2020_Townsend,hepta_245,7,Circle,0.126928,0.0521461,-31.6506,8.857,7.647,1.21,0.122909,0.0402672,8.755,7.507,1.248
3823,2020_Townsend,hepta_246,7,Circle,0.166604,0.0594527,-25.8333,8.987,7.739,1.248,0.143596,0.0468558,8.843,7.707,1.136
3825,2020_Townsend,hepta_248,7,Circle,0.144364,0.0535716,-30.2776,8.836,7.519,1.317,0.0945572,0.037091,8.559,7.42,1.139
3826,2020_Townsend,hepta_249,7,Circle,0.135772,0.0561662,-37.7944,9.183,7.766,1.417,0.162996,0.0502457,8.576,7.432,1.144
3827,2020_Townsend,hepta_250,7,Circle,0.173629,0.0608789,-47.1817,9.542,8.008,1.534,0.115781,0.0384132,8.813,7.626,1.187
3828,2020_Townsend,hepta_251,7,Circle,0.140413,0.0572936,-29.6209,9.154,7.702,1.452,0.101332,0.038187,8.418,7.179,1.239
3829,2020_Townsend,hepta_252,7,Circle,0.170071,0.0651798,-39.2632,9.3,7.903,1.397,0.108883,0.0359302,8.493,7.322,1.171
3830,2020_Townsend,hepta_253,7,Circle,0.184585,0.0798713,-40.7499,9.389,7.953,1.436,0.112421,0.036657,8.883,7.646,1.237
3831,2020_Townsend,hepta_254,7,Circle,0.156395,0.05554,-36.7429,9.388,7.905,1.483,0.0998723,0.0383721,8.534,7.304,1.23
3832,2020_Townsend,hepta_255,7,Circle,0.125203,0.042207,-24.5444,8.851,7.679,1.172,0.124854,0.0401067,8.874,7.756,1.118
3833,2020_Townsend,hepta_256,7,Circle,0.16744,0.0841973,-33.9192,9.078,7.717,1.361,0.101681,0.0374862,8.578,7.467,1.111
3834,2020_Townsend,hepta_257,7,Circle,0.116851,0.0396725,-21.5317,8.556,7.349,1.207,0.122591,0.039134,8.677,7.508,1.169
3835,2020_Townsend,hepta_258,7,Circle,0.141547,0.0562203,-45.7521,9.503,8.046,1.457,0.107005,0.0399549,8.853,7.661,1.192
3836,2020_Townsend,hepta_259,7,Circle,0.232402,0.116311,-29.5208,9.11,7.771,1.339,0.156983,0.0739512,9.095,7.857,1.238
3838,2020_Townsend,hepta_261,7,Circle,0.128222,0.0481389,-27.3257,8.99,7.724,1.266,0.158225,0.0512883,8.944,7.867,1.077
3839,2020_Townsend,hepta_262,7,Circle,0.0931558,0.044036,-29.6139,8.954,7.808,1.146,0.142031,0.0351838,8.621,7.588,1.033
3841,2020_Townsend,hepta_264,7,Circle,0.148502,0.0495393,-31.8624,9.474,8.046,1.428,0.0895453,0.039439,8.736,7.545,1.191
3842,2020_Townsend,hepta_265,7,Circle,0.166847,0.059742,-27.8455,9.333,8.018,1.315,0.176315,0.0656322,8.951,7.713,1.238
3843,2020_Townsend,hepta_266,7,Circle,0.144885,0.0550302,-30.5755,9.42,8.096,1.324,0.14968,0.0609502,9.067,7.976,1.091
3844,2020_Townsend,hepta_267,7,Circle,0.153963,0.0513454,-34.4754,9.463,8.05,1.413,0.149429,0.0550168,8.817,7.721,1.096
3845,2020_Townsend,hepta_268,7,Circle,0.137082,0.0468203,-28.8179,9.202,7.95,1.252,0.154981,0.0549827,9.087,7.862,1.225
3846,2020_Townsend,hepta_269,7,Circle,0.180619,0.0663941,-30.9888,8.825,7.59,1.235,0.123255,0.0370439,8.622,7.44,1.182
3847,2020_Townsend,hepta_270,7,Circle,0.166598,0.0732827,-31.3609,9.22,8.054,1.166,0.153637,0.0599396,8.96,7.902,1.058
3848,2020_Townsend,hepta_271,7,Circle,0.131396,0.0540757,-34.6321,9.184,7.965,1.219,0.109372,0.0327475,8.751,7.683,1.068
3849,2020_Townsend,hepta_272,7,Circle,0.137866,0.0455954,-33.7465,9.285,8.056,1.229,0.104729,0.0349129,8.721,7.647,1.074
3850,2020_Townsend,hepta_273,7,Circle,0.172381,0.0584269,-40.5233,9.358,8.015,1.343,0.150787,0.0442859,8.602,7.471,1.131
3851,2020_Townsend,hepta_274,7,Circle,0.185551,0.0614147,-43.5989,9.288,7.87,1.418,0.130341,0.0349233,8.559,7.331,1.228
3853,2020_Townsend,hepta_276,7,Circle,0.218924,0.0866406,-43.1644,9.438,7.861,1.577,0.154628,0.0487276,9.102,7.959,1.143
3854,2020_Townsend,hepta_277,7,Circle,0.144523,0.0643429,-21.0186,8.924,7.867,1.057,0.123129,0.0458625,8.834,7.836,0.998
3855,2020_Townsend,hepta_278,7,Circle,0.148675,0.0695311,-36.9802,9.017,7.671,1.346,0.153051,0.0695053,8.598,7.52,1.078
3856,2020_Townsend,hepta_279,7,Circle,0.148313,0.04289,-31.9118,8.726,7.464,1.262,0.111009,0.0390822,8.271,7.035,1.236
3857,2020_Townsend,hepta_280,7,Circle,0.212301,0.0910348,-39.3703,9.128,7.685,1.443,0.142519,0.0429591,9.188,7.919,1.269
3858,2020_Townsend,hepta_281,7,Circle,0.114692,0.0392207,-33.1769,8.735,7.638,1.097,0.143494,0.0432123,8.999,7.771,1.228
3859,2020_Townsend,hepta_282,7,Circle,0.143006,0.0522417,-28.6438,9.268,8.107,1.161,0.0927624,0.0343257,8.792,7.82,0.972
3860,2020_Townsend,hepta_283,7,Circle,0.123402,0.038031,-24.7099,8.663,7.557,1.106,0.135819,0.0426716,8.986,8.051,0.935
3861,2020_Townsend,hepta_284,7,Circle,0.150568,0.0472348,-36.2845,9.093,7.814,1.279,0.113149,0.0336422,8.694,7.553,1.141
3862,2020_Townsend,hepta_285,7,Circle,0.136013,0.0437581,-43.1071,9.63,8.311,1.319,0.129908,0.0391385,8.968,7.83,1.138
3863,2020_Townsend,hepta_286,7,Circle,0.150637,0.0585235,-32.2974,8.776,7.561,1.215,0.123734,0.0722725,8.666,7.36,1.306
3864,2020_Townsend,hepta_287,7,Circle,0.192193,0.0959662,-28.288,9.208,8.019,1.189,0.111337,0.0404971,8.927,8.006,0.921
3865,2020_Townsend,hepta_288,7,Circle,0.166464,0.0488103,-44.5102,9.77,8.235,1.535,0.147571,0.0513676,8.835,7.669,1.166
3866,2020_Townsend,hepta_289,7,Circle,0.185619,0.0632102,-29.0335,8.931,7.764,1.167,0.148985,0.0535285,8.916,7.697,1.219
3867,2020_Townsend,hepta_290,7,Circle,0.148926,0.0401366,-34.6708,9.222,7.85,1.372,0.155459,0.0457405,8.723,7.62,1.103
3869,2020_Townsend,hepta_292,7,Circle,0.144135,0.0460778,-31.8543,8.712,7.601,1.111,0.160315,0.0743191,8.891,7.802,1.089
3870,2020_Townsend,hepta_293,7,Circle,0.146729,0.037323,-28.4701,8.953,7.637,1.316,0.144016,0.0384475,8.917,7.594,1.323
3871,2020_Townsend,hepta_294,7,Circle,0.14392,0.0416456,-32.1492,9.015,7.818,1.197,0.150767,0.0447111,8.504,7.446,1.058
3873,2020_Townsend,hepta_296,7,Circle,0.145923,0.0405743,-28.0539,9.204,7.966,1.238,0.128137,0.037257,9.324,8.075,1.249
3874,2020_Townsend,hepta_297,7,Circle,0.156429,0.0356162,-29.1299,9.745,8.472,1.273,0.160911,0.0485952,9.497,8.233,1.264
3875,2020_Townsend,hepta_298,7,Circle,0.174259,0.059521,-49.2565,9.318,7.951,1.367,0.150853,0.0456748,8.865,7.675,1.19
3876,2020_Townsend,hepta_299,7,Circle,0.171704,0.0560175,-28.0954,9.103,7.788,1.315,0.124625,0.0429874,9.28,8.242,1.038
3877,2020_Townsend,hepta_300,7,Circle,0.167603,0.0575495,-34.289,9.574,8.269,1.305,0.114334,0.0422466,8.971,7.822,1.149
3878,2020_Townsend,hepta_301,7,Circle,0.170508,0.0530914,-35.9526,9.436,8.252,1.184,0.151043,0.0535287,8.6,7.517,1.083
3879,2020_Townsend,hepta_302,7,Circle,0.13976,0.0427215,-37.1758,8.869,7.542,1.327,0.179537,0.0441053,8.856,7.635,1.221
3880,2020_Townsend,hepta_303,7,Circle,0.160047,0.0683256,-34.1634,8.877,7.656,1.221,0.157839,0.0388769,9.328,8.142,1.186
3881,2020_Townsend,hepta_304,7,Circle,0.246073,0.108472,-31.8091,9.602,8.205,1.397,0.170634,0.0416495,9.117,8.035,1.082
3882,2020_Townsend,hepta_305,7,Circle,0.176373,0.0469972,-27.2419,9.509,8.11,1.399,0.233112,0.118214,9.36,8.195,1.165
3883,2020_Townsend,hepta_306,7,Circle,0.201116,0.078097,-31.7532,9.282,8.102,1.18,0.259492,0.111242,9.208,7.997,1.211
3884,2020_Townsend,hepta_307,7,Circle,0.14905,0.0531562,-39.8307,9.312,8.071,1.241,0.173211,0.0683859,9.238,8.168,1.07
3885,2020_Townsend,hepta_308,7,Circle,0.179773,0.0568814,-36.736,9.576,8.275,1.301,0.231432,0.0976972,9.347,8.098,1.249
3886,2020_Townsend,hepta_309,7,Circle,0.224961,0.0747048,-29.6115,9.337,8.081,1.256,0.146008,0.0505441,8.999,7.975,1.024
3887,2020_Townsend,hepta_310,7,Circle,0.137208,0.0418729,-35.7222,8.843,7.374,1.469,0.160142,0.0535691,8.572,7.357,1.215
3888,2020_Townsend,hepta_311,7,Circle,0.136355,0.0543631,-30.0483,8.686,7.39,1.296,0.11399,0.0426903,8.497,7.421,1.076
3889,2020_Townsend,hepta_312,7,Circle,0.147044,0.0516547,-31.7818,8.868,7.355,1.513,0.141867,0.0573511,8.737,7.483,1.254
3890,2020_Townsend,hepta_313,7,Circle,0.155941,0.059959,-34.8407,9.017,7.643,1.374,0.122277,0.0382471,8.543,7.276,1.267
3891,2020_Townsend,hepta_314,7,Circle,0.200378,0.0834753,-34.7801,9.164,7.644,1.52,0.089107,0.0403833,8.398,7.198,1.2
3892,2020_Townsend,hepta_315,7,Circle,0.170903,0.0668462,-31.9503,9.033,7.641,1.392,0.115241,0.0374261,8.674,7.332,1.342
3893,2020_Townsend,hepta_316,7,Circle,0.0810185,0.0321095,-31.5832,8.552,7.307,1.245,0.113349,0.0372752,8.544,7.42,1.124
3894,2020_Townsend,hepta_317,7,Circle,0.130494,0.0603687,-30.7407,8.708,7.365,1.343,0.152252,0.0642849,8.514,7.414,1.1
3895,2020_Townsend,hepta_318,7,Circle,0.173582,0.0672075,-34.8018,9.245,7.98,1.265,0.161638,0.0549274,8.93,7.651,1.279
3897,2020_Townsend,hepta_320,7,Circle,0.127445,0.0432689,-33.3971,9.109,7.802,1.307,0.115985,0.0481126,8.971,7.724,1.247
3898,2020_Townsend,hepta_321,7,Circle,0.117631,0.053681,-29.6574,8.97,7.6,1.37,0.276843,0.137621,8.959,7.631,1.328
3900,2020_Townsend,hepta_323,7,Circle,0.177197,0.0646252,-37.3802,9.312,7.916,1.396,0.108003,0.045855,9.135,7.824,1.311
3901,2020_Townsend,hepta_324,7,Circle,0.165694,0.0620451,-23.1564,8.589,7.319,1.27,0.12315,0.0356442,8.742,7.572,1.17
3902,2020_Townsend,hepta_325,7,Circle,0.139199,0.0470613,-32.7911,8.943,7.634,1.309,0.18567,0.0742687,8.659,7.666,0.993
3903,2020_Townsend,hepta_326,7,Circle,0.153971,0.0668515,-37.3142,9.471,8.064,1.407,0.273694,0.121527,8.651,7.451,1.2
3904,2020_Townsend,hepta_327,7,Circle,0.140221,0.0616767,-30.3242,9.074,7.922,1.152,0.145315,0.0496147,8.683,7.684,0.999
3906,2020_Townsend,hepta_329,7,Circle,0.185862,0.0749224,-33.2926,9.251,7.841,1.41,0.119628,0.0349492,8.692,7.585,1.107
3907,2020_Townsend,hepta_330,7,Circle,0.152918,0.0495277,-37.8912,9.491,8.009,1.482,0.120724,0.0392392,8.721,7.488,1.233
3908,2020_Townsend,hepta_331,7,Circle,0.124244,0.0380085,-25.45,8.782,7.594,1.188,0.125779,0.0375924,8.851,7.734,1.117
3909,2020_Townsend,hepta_332,7,Circle,0.208636,0.0816616,-29.5709,9.227,7.844,1.383,0.182295,0.0618224,8.962,7.715,1.247
3910,2020_Townsend,hepta_333,7,Circle,0.135256,0.0395758,-19.39,8.709,7.641,1.068,0.115925,0.0351643,8.679,7.63,1.049
3911,2020_Townsend,hepta_334,7,Circle,0.116164,0.0524671,-41.9383,9.301,7.952,1.349,0.160545,0.0606689,8.609,7.516,1.093
3912,2020_Townsend,hepta_335,7,Circle,0.178364,0.0968384,-30.8245,9.19,7.928,1.262,0.112479,0.0332092,8.805,7.837,0.968
3913,2020_Townsend,hepta_336,7,Circle,0.128188,0.0423716,-36.73,9.249,7.719,1.53,0.146978,0.0452284,9.211,7.657,1.554
3914,2020_Townsend,hepta_337,7,Circle,0.126409,0.0521976,-43.3523,8.991,7.446,1.545,0.110224,0.03883,8.751,7.666,1.085
3915,2020_Townsend,hepta_338,7,Circle,0.157272,0.0551183,-30.0121,9.428,7.999,1.429,0.129728,0.0551345,9.215,7.894,1.321
3916,2020_Townsend,hepta_339,7,Circle,0.141807,0.0419729,-20.8022,8.675,7.759,0.916,0.105235,0.0385402,9.014,8.018,0.996
3917,2020_Townsend,hepta_340,7,Circle,0.164247,0.0621478,-26.8295,9.297,7.957,1.34,0.131471,0.056474,9.318,8.101,1.217
3918,2020_Townsend,hepta_341,7,Circle,0.148998,0.0458157,-32.693,9.078,7.71,1.368,0.1375,0.0782757,8.956,7.699,1.257
3919,2020_Townsend,hepta_342,7,Circle,0.227982,0.119178,-41.099,8.977,7.571,1.406,0.117811,0.0372745,8.78,7.544,1.236
3921,2020_Townsend,hepta_344,7,Circle,0.144315,0.0475747,-37.3361,9.294,8.031,1.263,0.140881,0.0468024,9.145,7.968,1.177
3922,2020_Townsend,hepta_345,7,Circle,0.158486,0.057643,-32.2716,9.41,8.125,1.285,0.138753,0.0443302,8.847,7.826,1.021
3923,2020_Townsend,hepta_346,7,Circle,0.151878,0.0581676,-29.1279,9.2,7.889,1.311,0.125037,0.043907,8.752,7.643,1.109
3924,2020_Townsend,hepta_347,7,Circle,0.162126,0.0662996,-35.6887,9.289,7.946,1.343,0.10521,0.040622,8.732,7.609,1.123
3925,2020_Townsend,hepta_348,7,Circle,0.168136,0.0553856,-32.0597,9.548,8.217,1.331,0.091473,0.0367936,8.705,7.63,1.075
3926,2020_Townsend,hepta_349,7,Circle,0.10956,0.0331108,-27.8788,9.06,7.69,1.37,0.1366,0.0477452,8.918,7.653,1.265
3927,2020_Townsend,hepta_350,7,Circle,0.157905,0.0647444,-23.5031,9.293,8.121,1.172,0.0959404,0.0319,8.948,7.868,1.08
3928,2020_Townsend,hepta_351,7,Circle,0.158013,0.0586091,-45.6957,9.322,7.885,1.437,0.127083,0.0516003,8.847,7.638,1.209
3930,2020_Townsend,hepta_353,7,Circle,0.192478,0.0648611,-45.4868,9.542,8.028,1.514,0.122386,0.0340371,8.651,7.467,1.184
3931,2020_Townsend,hepta_354,7,Circle,0.159402,0.0473735,-34.5527,9.035,7.771,1.264,0.132822,0.0441936,8.677,7.499,1.178
3932,2020_Townsend,hepta_355,7,Circle,0.175998,0.0752009,-26.5247,8.987,7.919,1.068,0.113035,0.0461956,8.857,7.793,1.064
3933,2020_Townsend,hepta_356,7,Circle,0.156932,0.066458,-30.5734,9.192,7.954,1.238,0.136947,0.0458994,8.86,7.846,1.014
3934,2020_Townsend,hepta_357,7,Circle,0.196383,0.0881494,-26.491,8.621,7.334,1.287,0.19047,0.059167,8.57,7.442,1.128
3935,2020_Townsend,hepta_358,7,Circle,0.171261,0.0762385,-40.3047,9.015,7.685,1.33,0.129343,0.0441366,8.53,7.418,1.112
3937,2020_Townsend,hepta_360,7,Circle,0.123719,0.0469338,-19.2051,9.126,7.998,1.128,0.13725,0.0406193,9.025,8.022,1.003
3938,2020_Townsend,hepta_361,7,Circle,0.14277,0.0533368,-27.8104,9.384,8.102,1.282,0.0982233,0.0344666,9.067,7.996,1.071
3939,2020_Townsend,hepta_362,7,Circle,0.131483,0.0410234,-22.7188,8.826,7.652,1.174,0.122375,0.0338829,8.856,7.656,1.2
3940,2020_Townsend,hepta_363,7,Circle,0.160542,0.051336,-24.7685,8.771,7.761,1.01,0.142798,0.0520058,8.671,7.698,0.973
3941,2020_Townsend,hepta_364,7,Circle,0.15825,0.0619078,-38.737,9.221,7.868,1.353,0.145891,0.0488499,9.137,8.07,1.067
3942,2020_Townsend,hepta_365,7,Circle,0.157464,0.0726086,-20.5401,9.114,8.045,1.069,0.0928027,0.0365716,8.921,7.858,1.063
3943,2020_Townsend,hepta_366,7,Circle,0.143609,0.0637932,-22.5307,8.917,7.879,1.038,0.126311,0.0332659,9.137,8.078,1.059
3944,2020_Townsend,hepta_367,7,Circle,0.207334,0.0769034,-32.6888,9.127,7.84,1.287,0.168003,0.0697247,9.536,8.201,1.335
3945,2020_Townsend,hepta_368,7,Circle,0.230003,0.117974,-36.8616,9.164,7.997,1.167,0.143889,0.0422628,9.013,7.861,1.152
3947,2020_Townsend,hepta_370,7,Circle,0.191041,0.0933518,-37.963,9.09,7.704,1.386,0.134241,0.0343358,8.907,7.812,1.095
3948,2020_Townsend,hepta_371,7,Circle,0.171639,0.0496898,-39.122,9.774,8.449,1.325,0.0966381,0.033862,8.604,7.535,1.069
3949,2020_Townsend,hepta_372,7,Circle,0.122726,0.044794,-32.7703,9.249,7.921,1.328,0.113605,0.0457746,8.771,7.745,1.026
3950,2020_Townsend,hepta_373,7,Circle,0.157177,0.0468652,-44.1851,9.478,8.134,1.344,0.147998,0.0430118,9.11,8.006,1.104
3951,2020_Townsend,hepta_374,7,Circle,0.191103,0.0643531,-33.1316,9.183,7.878,1.305,0.160028,0.0777016,8.761,7.563,1.198
3952,2020_Townsend,hepta_375,7,Circle,0.178319,0.0644713,-32.7684,9.182,7.925,1.257,0.134158,0.039916,8.866,7.61,1.256
3953,2020_Townsend,hepta_376,7,Circle,0.137259,0.0473058,-40.3827,9.088,7.837,1.251,0.168062,0.0557309,8.588,7.503,1.085
3954,2020_Townsend,hepta_377,7,Circle,0.182756,0.061334,-35.5667,9.495,8.244,1.251,0.158784,0.0409423,9.211,7.814,1.397
3955,2020_Townsend,hepta_378,7,Circle,0.160284,0.0478276,-31.7204,9.515,8.308,1.207,0.146911,0.0411351,9.53,8.256,1.274
3956,2020_Townsend,hepta_379,7,Circle,0.156532,0.0678735,-30.9281,9.419,8.092,1.327,0.152264,0.0412266,9.152,7.977,1.175
3957,2020_Townsend,hepta_380,7,Circle,0.171642,0.0626654,-29.3023,9.25,7.98,1.27,0.140624,0.0496196,8.667,7.568,1.099
3959,2020_Townsend,hepta_382,7,Circle,0.135464,0.0620615,-34.197,9.143,7.865,1.278,0.137713,0.0374882,9.141,8.03,1.111
3960,2020_Townsend,hepta_383,7,Circle,0.186966,0.0595387,-36.967,9.732,8.397,1.335,0.135307,0.0456691,9.359,8.117,1.242
3961,2020_Townsend,hepta_384,7,Circle,0.15875,0.0518477,-39.9388,9.388,8.088,1.3,0.106624,0.0347362,8.941,7.853,1.088
3962,2020_Townsend,hepta_385,7,Circle,0.180023,0.0686097,-33.731,9.281,8.034,1.247,0.162292,0.0634844,9.287,8.085,1.202
3963,2020_Townsend,hepta_386,7,Circle,0.152782,0.0451284,-40.1813,9.533,8.259,1.274,0.163073,0.0451068,9.27,8.214,1.056
3964,2020_Townsend,hepta_387,7,Circle,0.140548,0.0411432,-32.0237,9.443,8.265,1.178,0.113678,0.0404668,9.327,8.122,1.205
3965,2020_Townsend,hepta_388,7,Circle,0.164927,0.0577466,-32.1734,9.476,8.309,1.167,0.12496,0.0409094,9.268,8.098,1.17
3966,2020_Townsend,hepta_389,7,Circle,0.177005,0.0601853,-47.206,9.19,7.858,1.332,0.141598,0.0515019,8.74,7.593,1.147
3967,2020_Townsend,hepta_390,7,Circle,0.19374,0.0602218,-47.8256,9.622,8.134,1.488,0.204354,0.0924708,9.24,7.889,1.351
3968,2020_Townsend,hepta_391,7,Circle,0.157389,0.0611752,-21.1753,8.935,7.808,1.127,0.15488,0.0457671,9.131,8.056,1.075
3969,2020_Townsend,hepta_392,7,Circle,0.190812,0.0829526,-31.2744,9.083,7.988,1.095,0.115941,0.037168,9.086,7.97,1.116
3970,2020_Townsend,hepta_393,7,Circle,0.137908,0.0381546,-32.957,8.856,7.498,1.358,0.135364,0.0412627,9.045,7.731,1.314
3971,2020_Townsend,hepta_394,7,Circle,0.261428,0.135769,-43.8228,9.432,8.078,1.354,0.157609,0.0469578,8.881,7.795,1.086
3972,2020_Townsend,hepta_395,7,Circle,0.125581,0.0484166,-31.7409,9.269,7.998,1.271,0.142547,0.046054,9.584,8.248,1.336
3973,2020_Townsend,hepta_396,7,Circle,0.144014,0.0370927,-22.9132,9.16,8.086,1.074,0.117866,0.0366577,9.316,8.24,1.076
3974,2020_Townsend,hepta_397,7,Circle,0.140474,0.0401065,-43.7864,9.354,8.05,1.304,0.203583,0.0676482,9.182,7.958,1.224
3976,2020_Townsend,hepta_399,7,Circle,0.265011,0.101639,-43.6222,9.573,8.11,1.463,0.188001,0.0698426,9.498,8.177,1.321
3977,2020_Townsend,hepta_400,7,Circle,0.18102,0.0535659,-33.1883,9.229,8.029,1.2,0.162185,0.0522589,9.125,7.895,1.23
3978,2020_Townsend,hepta_401,7,Circle,0.210361,0.0728115,-47.5644,9.587,8.273,1.314,0.166141,0.0476698,9.275,8.022,1.253
3979,2020_Townsend,hepta_402,7,Circle,0.222288,0.104631,-36.1021,9.619,8.378,1.241,0.133515,0.0465739,8.758,7.77,0.988
3980,2020_Townsend,hepta_403,7,Circle,0.208,0.0725343,-42.6369,9.804,8.487,1.317,0.181483,0.0620722,9.006,7.764,1.242
