CycPeptMPDB_ID,Source,SMILES,Original_Name_in_Source_Literature,Structurally_Unique_ID,PAMPA,Monomer_Length,Monomer_Length_in_Main_Chain,Molecule_Shape,Water_avgRMSD_All,Water_avgRMSD_BackBone,Desolvation_Free_Energy,Water_3D_SASA,Water_3D_NPSA,Water_3D_PSA,Hexane_avgRMSD_All,Hexane_avgRMSD_BackBone,Hexane_3D_SASA,Hexane_3D_NPSA,Hexane_3D_PSA,Water_RepFrame,Hexane_RepFrame,split_0,split_1,split_2,split_3,split_4,split_5,split_6,split_7,split_8,split_9
3691,2020_Townsend,CC(C)C[C@@H]1C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N1C,hepta_114,3691,-5.58,7,7,Circle,0.160219,0.0580438,-37.1499,9.774,8.326,1.448,0.130034,0.0505112,8.861,7.666,1.195,67,53,train,val,train,val,train,train,train,train,train,train
3690,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_113,3690,-6.17,7,7,Circle,0.213974,0.0921817,-32.6696,9.075,7.697,1.378,0.157314,0.0467644,8.405,7.321,1.084,13,33,train,train,train,val,train,train,train,test,train,train
3689,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,hepta_112,3689,-6.39,7,7,Circle,0.139768,0.0509815,-27.9902,8.717,7.465,1.252,0.163167,0.0593656,8.626,7.497,1.129,15,19,val,train,train,train,train,val,train,train,val,val
3688,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@@H]2CCCN2C1=O,hepta_111,3688,-6.68,7,7,Circle,0.180861,0.0450697,-39.9853,9.313,7.794,1.519,0.226012,0.110205,8.844,7.574,1.27,79,59,train,train,train,train,train,train,test,train,train,val
3687,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_110,3687,-6.5,7,7,Circle,0.154103,0.0605318,-38.9693,9.182,7.71,1.472,0.183672,0.0636035,8.559,7.415,1.144,91,30,test,train,train,train,val,train,val,train,train,train
3686,2020_Townsend,CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N1C,hepta_109,3686,-5.22,7,7,Circle,0.163713,0.070506,-34.098,9.475,8.033,1.442,0.137047,0.0623898,8.775,7.61,1.165,53,49,train,train,train,train,train,train,train,train,train,train
3685,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O,hepta_108,3685,-5.36,7,7,Circle,0.161669,0.0602827,-39.1574,9.401,8.096,1.305,0.102426,0.0323996,8.35,7.404,0.946,26,57,train,train,train,train,test,train,train,train,train,train
3684,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_107,3684,-5.9,7,7,Circle,0.161571,0.094458,-29.2546,9.097,7.86,1.237,0.120144,0.0418315,8.712,7.749,0.963,20,34,train,train,train,train,val,train,train,train,train,train
3683,2020_Townsend,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,hepta_106,3683,-5.73,7,7,Circle,0.127804,0.0407827,-44.3098,9.005,7.86,1.145,0.17749,0.0912175,8.811,7.722,1.089,41,5,train,train,train,train,train,train,train,train,train,train
3682,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,hepta_105,3682,-6.17,7,7,Circle,0.147178,0.0443021,-37.7667,9.622,8.338,1.284,0.139749,0.0709576,8.795,7.779,1.016,73,74,val,train,train,train,train,train,train,train,train,train
3681,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_104,3681,-6.34,7,7,Circle,0.161975,0.0512518,-31.2779,9.187,7.884,1.303,0.137443,0.0589213,9.027,7.727,1.3,12,28,train,train,test,train,val,train,train,train,test,train
3680,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_103,3680,-6.27,7,7,Circle,0.194001,0.109679,-36.0645,8.882,7.615,1.267,0.119608,0.0356286,8.54,7.456,1.084,76,58,train,train,train,train,train,train,test,train,train,train
3679,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C1=O,hepta_102,3679,-6.1,7,7,Circle,0.155363,0.0493567,-27.0605,9.259,7.941,1.318,0.141759,0.0406616,9.141,7.873,1.268,38,71,val,train,train,train,train,val,train,test,train,val
3678,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O,hepta_101,3678,-5.4,7,7,Circle,0.15074,0.0455512,-32.6744,9.411,8.143,1.268,0.173559,0.0507702,8.59,7.743,0.847,61,32,train,train,test,train,train,train,test,train,train,val
3676,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O,hepta_99,3676,-5.74,7,7,Circle,0.155062,0.0541468,-42.0847,9.718,8.133,1.585,0.164347,0.0646229,9.501,8.133,1.368,50,59,train,train,train,train,train,train,train,train,val,train
3675,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_98,3675,-6.22,7,7,Circle,0.167743,0.0682495,-21.5141,8.859,7.653,1.206,0.129695,0.0509063,9.1,7.867,1.233,49,14,test,train,train,test,test,train,test,test,train,train
3674,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_97,3674,-6.21,7,7,Circle,0.192088,0.0949025,-32.0009,8.873,7.5,1.373,0.176915,0.0601239,8.419,7.265,1.154,84,31,train,train,train,train,test,train,train,val,val,train
3673,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_96,3673,-6.56,7,7,Circle,0.100548,0.0362497,-26.4585,8.497,7.347,1.15,0.152673,0.0547791,8.453,7.416,1.037,51,82,train,train,train,train,val,train,train,train,train,train
3672,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_95,3672,-6.1,7,7,Circle,0.167108,0.0657065,-44.6271,9.338,7.969,1.369,0.152315,0.0603141,8.565,7.558,1.007,11,66,train,train,train,train,train,train,val,train,train,train
3671,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,hepta_94,3671,-6.11,7,7,Circle,0.150041,0.0545391,-39.4844,9.432,7.954,1.478,0.155343,0.0576913,8.773,7.57,1.203,67,17,train,train,train,train,train,test,train,train,train,test
3670,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_93,3670,-6.12,7,7,Circle,0.14873,0.0578024,-20.0806,8.809,7.532,1.277,0.144257,0.0350131,8.929,7.623,1.306,41,49,train,train,train,train,train,train,test,train,train,train
3669,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O,hepta_92,3669,-6.34,7,7,Circle,0.146635,0.0453074,-37.7525,9.276,7.791,1.485,0.124751,0.03934,8.687,7.518,1.169,55,68,val,train,train,train,train,train,train,test,test,train
3668,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O,hepta_91,3668,-6.28,7,7,Circle,0.151007,0.0597904,-36.4755,9.482,7.968,1.514,0.144719,0.0532778,9.002,7.788,1.214,21,36,train,train,train,train,val,test,train,train,train,train
3667,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_90,3667,-5.92,7,7,Circle,0.177361,0.0604678,-28.4856,9.203,7.959,1.244,0.150826,0.0711466,8.78,7.67,1.11,12,83,test,train,test,train,train,train,train,train,train,train
3666,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C1=O,hepta_89,3666,-6.08,7,7,Circle,0.130932,0.0517835,-23.0409,8.675,7.422,1.253,0.129364,0.0408467,8.782,7.557,1.225,18,85,train,train,train,test,train,train,train,test,train,train
3665,2020_Townsend,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N1C,hepta_88,3665,-6.29,7,7,Circle,0.156648,0.0502102,-24.107,8.758,7.576,1.182,0.0937088,0.0376181,8.544,7.464,1.08,22,18,train,test,train,val,train,train,test,train,val,val
3664,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,hepta_87,3664,-6.44,7,7,Circle,0.168886,0.0733347,-28.0731,9.154,7.862,1.292,0.146951,0.0553447,8.619,7.533,1.086,90,8,train,train,train,train,test,test,train,train,test,train
3663,2020_Townsend,CC(C)C[C@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N1C,hepta_86,3663,-5.78,7,7,Circle,0.145683,0.0477967,-33.4585,9.361,7.865,1.496,0.19403,0.0858474,9.062,7.639,1.423,61,49,train,train,val,train,train,train,train,train,train,test
3661,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,hepta_84,3661,-6.06,7,7,Circle,0.127586,0.0507288,-41.965,9.661,8.109,1.552,0.135799,0.0486456,8.935,7.734,1.201,31,67,train,test,train,test,train,train,train,train,train,train
3660,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_83,3660,-6.28,7,7,Circle,0.16562,0.0584224,-39.9114,9.617,8.029,1.588,0.136821,0.0522766,8.615,7.526,1.089,32,19,train,test,train,train,train,val,train,train,train,val
3659,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,hepta_82,3659,-6.45,7,7,Circle,0.160038,0.0523347,-18.8583,8.396,7.233,1.163,0.147751,0.0444246,8.568,7.393,1.175,23,36,train,train,val,train,train,train,train,val,test,train
3658,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,hepta_81,3658,-6.26,7,7,Circle,0.128124,0.0453847,-25.6763,8.68,7.482,1.198,0.120517,0.0447586,8.511,7.346,1.165,24,2,train,train,train,train,train,train,train,train,train,test
3657,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,hepta_80,3657,-10.0,7,7,Circle,0.238249,0.112785,-23.5439,8.584,7.268,1.316,0.149845,0.0497379,8.519,7.34,1.179,40,73,test,train,train,train,val,test,train,train,train,test
3656,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_79,3656,-10.0,7,7,Circle,0.182908,0.0777466,-28.5638,8.961,7.61,1.351,0.163109,0.045969,8.464,7.304,1.16,80,23,train,test,train,train,val,train,train,train,train,train
3655,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C1=O,hepta_78,3655,-10.0,7,7,Circle,0.150941,0.0579433,-26.4437,8.689,7.318,1.371,0.14757,0.0482748,8.354,7.091,1.263,82,48,train,train,train,train,train,val,train,test,val,train
3654,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,hepta_77,3654,-10.0,7,7,Circle,0.11802,0.0431894,-24.9475,8.498,7.06,1.438,0.201469,0.0969993,8.558,7.183,1.375,79,33,train,test,train,train,train,train,train,train,train,train
3653,2020_Townsend,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,hepta_76,3653,-10.0,7,7,Circle,0.152326,0.0526729,-26.8649,8.834,7.562,1.272,0.146697,0.0560781,8.689,7.522,1.167,83,56,train,train,train,train,train,train,val,train,train,train
3652,2020_Townsend,CC(C)C[C@H]1NC(=O)[C@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,hepta_75,3652,-6.46,7,7,Circle,0.151702,0.0712573,-48.1665,9.159,7.616,1.543,0.147791,0.0617917,8.509,7.31,1.199,48,6,val,train,train,train,val,train,val,val,train,train
3651,2020_Townsend,CCCN1CC(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_74,3651,-6.28,7,7,Circle,0.157635,0.0455669,-31.8903,9.212,7.94,1.272,0.136459,0.0376648,9.182,8.12,1.062,94,16,train,train,test,test,train,val,train,train,train,train
3642,2020_Townsend,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_65,3642,-5.62,7,7,Circle,0.228815,0.090417,-34.4847,9.608,8.391,1.217,0.146063,0.0375267,8.832,7.648,1.184,68,61,train,train,train,train,train,train,train,train,test,val
3637,2020_Townsend,CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_60,3637,-5.84,7,7,Circle,0.223729,0.0782971,-43.3725,9.787,8.531,1.256,0.148035,0.0422408,9.202,7.979,1.223,45,30,train,train,train,val,train,train,val,val,train,train
3635,2020_Townsend,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_58,3635,-5.09,7,7,Circle,0.141712,0.043857,-43.3798,9.572,8.38,1.192,0.131258,0.0395344,9.509,8.478,1.031,66,10,train,train,train,val,train,val,train,train,train,val
3629,2020_Townsend,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_52,3629,-5.33,7,7,Circle,0.140936,0.0363162,-30.5399,9.042,7.729,1.313,0.137014,0.0347116,9.553,8.281,1.272,58,91,train,train,train,train,train,train,val,train,train,val
3628,2020_Townsend,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_51,3628,-5.2,7,7,Circle,0.155993,0.0565461,-33.4502,9.108,7.839,1.269,0.110057,0.0490822,9.137,8.17,0.967,34,65,train,test,train,train,val,train,train,train,test,train
3627,2020_Townsend,CCCN1CC(=O)N(Cc2ccccc2)CC(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_50,3627,-5.18,7,7,Circle,0.177634,0.0615528,-40.3639,9.955,8.727,1.228,0.176308,0.0703503,9.235,8.121,1.114,18,24,val,train,train,val,train,train,train,val,train,train
3625,2020_Townsend,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_48,3625,-5.64,7,7,Circle,0.15733,0.0540439,-32.363,9.629,8.359,1.27,0.145476,0.062197,9.358,8.077,1.281,59,35,train,train,train,train,train,val,train,train,train,test
3623,2020_Townsend,CCCN1CC(=O)N(Cc2ccccc2)CC(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_46,3623,-5.51,7,7,Circle,0.100584,0.0368035,-33.1417,9.48,8.205,1.275,0.12226,0.0381843,9.203,8.304,0.899,35,42,train,val,train,train,train,train,train,val,train,train
3622,2020_Townsend,CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_45,3622,-5.36,7,7,Circle,0.253605,0.126821,-35.3465,9.724,8.489,1.235,0.1344,0.0415025,9.21,8.209,1.001,8,97,train,train,train,train,train,train,train,test,train,test
3621,2020_Townsend,CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_44,3621,-6.36,7,7,Circle,0.171873,0.0495014,-34.0206,9.744,8.463,1.281,0.1694,0.0506483,9.708,8.452,1.256,48,39,train,val,train,train,train,train,train,train,train,val
3620,2020_Townsend,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_43,3620,-4.96,7,7,Circle,0.131004,0.040666,-18.9916,9.193,8.161,1.032,0.126649,0.0492203,9.051,8.08,0.971,66,89,train,train,train,train,train,train,train,train,train,train
3619,2020_Townsend,CCCN1CC(=O)N(Cc2ccccc2)CC(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_42,3619,-5.6,7,7,Circle,0.130847,0.0386414,-31.3054,9.691,8.536,1.155,0.126728,0.0407595,9.13,8.098,1.032,96,35,val,train,train,train,train,train,val,train,train,train
3618,2020_Townsend,CCCN1CC(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_41,3618,-10.0,7,7,Circle,0.137339,0.0504853,-43.7457,9.248,7.936,1.312,0.155397,0.0456181,9.145,7.921,1.224,24,87,train,val,train,train,train,test,val,train,train,train
3617,2020_Townsend,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_40,3617,-4.94,7,7,Circle,0.155093,0.0593809,-18.4624,9.718,8.606,1.112,0.142904,0.0405336,9.147,8.026,1.121,60,23,test,val,train,train,train,train,train,test,train,train
3616,2020_Townsend,CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_39,3616,-4.78,7,7,Circle,0.15096,0.040078,-23.6437,9.731,8.662,1.069,0.17819,0.0618627,9.747,8.667,1.08,4,96,test,val,train,train,train,train,train,train,val,train
3615,2020_Townsend,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_38,3615,-5.11,7,7,Circle,0.125253,0.0431175,-18.4083,9.359,8.351,1.008,0.114441,0.0353271,9.333,8.367,0.966,86,32,train,train,train,train,train,train,train,val,train,val
3613,2020_Townsend,CCCN1CC(=O)N(Cc2ccccc2)CC(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_36,3613,-6.22,7,7,Circle,0.204465,0.0810922,-33.2203,9.43,8.056,1.374,0.143885,0.0417633,8.732,7.75,0.982,96,41,test,train,train,train,train,train,train,train,train,train
3612,2020_Townsend,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_35,3612,-5.02,7,7,Circle,0.0948014,0.0370509,-28.9445,9.431,8.31,1.121,0.121443,0.0415521,9.095,8.066,1.029,8,86,train,train,test,train,train,train,train,train,test,train
3611,2020_Townsend,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,hepta_34,3611,-5.69,7,7,Circle,0.160625,0.0473457,-46.8659,9.829,8.382,1.447,0.117716,0.0408459,8.767,7.784,0.983,91,99,train,train,train,test,train,train,train,train,train,val
